Date,World
01-Feb-2017, 0.74 
02-Feb-2017, 0.71 
03-Feb-2017, 0.76 
06-Feb-2017, 0.64 
07-Feb-2017, 0.64 
08-Feb-2017, 0.51 
09-Feb-2017, 0.68 
10-Feb-2017, 0.69 
13-Feb-2017, 0.79 
14-Feb-2017, 0.88 
15-Feb-2017, 0.89 
16-Feb-2017, 0.81 
17-Feb-2017, 0.70 
20-Feb-2017, 0.71 
21-Feb-2017, 0.73 
22-Feb-2017, 0.70 
23-Feb-2017, 0.62 
24-Feb-2017, 0.48 
27-Feb-2017, 0.57 
28-Feb-2017, 0.55 
01-Mar-2017, 0.64 
02-Mar-2017, 0.67 
03-Mar-2017, 0.74 
06-Mar-2017, 0.67 
07-Mar-2017, 0.68 
08-Mar-2017, 0.65 
09-Mar-2017, 0.62 
10-Mar-2017, 0.66 
13-Mar-2017, 0.63 
14-Mar-2017, 0.54 
15-Mar-2017, 0.54 
16-Mar-2017, 0.63 
17-Mar-2017, 0.56 
20-Mar-2017, 0.53 
21-Mar-2017, 0.55 
22-Mar-2017, 0.46 
23-Mar-2017, 0.50 
24-Mar-2017, 0.46 
27-Mar-2017, 0.42 
28-Mar-2017, 0.49 
29-Mar-2017, 0.56 
30-Mar-2017, 0.57 
31-Mar-2017, 0.55 
03-Apr-2017, 0.49 
04-Apr-2017, 0.48 
05-Apr-2017, 0.43 
06-Apr-2017, 0.40 
07-Apr-2017, 0.38 
10-Apr-2017, 0.30 
11-Apr-2017, 0.15 
12-Apr-2017, 0.14 
13-Apr-2017, 0.03 
14-Apr-2017, (0.06)
17-Apr-2017, (0.06)
18-Apr-2017, (0.06)
19-Apr-2017, (0.05)
20-Apr-2017, 0.03 
21-Apr-2017, 0.08 
24-Apr-2017, 0.42 
25-Apr-2017, 0.54 
26-Apr-2017, 0.53 
27-Apr-2017, 0.53 
28-Apr-2017, 0.54 
01-May-2017, 0.67 
02-May-2017, 0.66 
03-May-2017, 0.64 
04-May-2017, 0.65 
05-May-2017, 0.68 
08-May-2017, 0.74 
09-May-2017, 0.79 
10-May-2017, 0.83 
11-May-2017, 0.83 
12-May-2017, 0.75 
15-May-2017, 0.78 
16-May-2017, 0.77 
17-May-2017, 0.47 
18-May-2017, 0.36 
19-May-2017, 0.47 
22-May-2017, 0.52 
23-May-2017, 0.57 
24-May-2017, 0.61 
25-May-2017, 0.61 
26-May-2017, 0.59 
29-May-2017, 0.51 
30-May-2017, 0.46 
31-May-2017, 0.42 
01-Jun-2017, 0.42 
02-Jun-2017, 0.34 
05-Jun-2017, 0.37 
06-Jun-2017, 0.35 
07-Jun-2017, 0.35 
08-Jun-2017, 0.45 
09-Jun-2017, 0.42 
12-Jun-2017, 0.34 
13-Jun-2017, 0.39 
14-Jun-2017, 0.31 
15-Jun-2017, 0.26 
16-Jun-2017, 0.21 
19-Jun-2017, 0.28 
20-Jun-2017, 0.24 
21-Jun-2017, 0.27 
22-Jun-2017, 0.34 
23-Jun-2017, 0.38 
26-Jun-2017, 0.44 
27-Jun-2017, 0.51 
28-Jun-2017, 0.55 
29-Jun-2017, 0.54 
30-Jun-2017, 0.60 
03-Jul-2017, 0.70 
04-Jul-2017, 0.68 
05-Jul-2017, 0.69 
06-Jul-2017, 0.70 
07-Jul-2017, 0.68 
10-Jul-2017, 0.65 
11-Jul-2017, 0.64 
12-Jul-2017, 0.71 
13-Jul-2017, 0.77 
14-Jul-2017, 0.85 
17-Jul-2017, 0.86 
18-Jul-2017, 0.81 
19-Jul-2017, 0.84 
20-Jul-2017, 0.85 
21-Jul-2017, 0.70 
24-Jul-2017, 0.74 
25-Jul-2017, 0.85 
26-Jul-2017, 0.82 
27-Jul-2017, 0.77 
28-Jul-2017, 0.73 
31-Jul-2017, 0.72 
01-Aug-2017, 0.68 
02-Aug-2017, 0.62 
03-Aug-2017, 0.55 
04-Aug-2017, 0.63 
07-Aug-2017, 0.61 
08-Aug-2017, 0.63 
09-Aug-2017, 0.40 
10-Aug-2017, 0.14 
11-Aug-2017, (0.01)
14-Aug-2017, 0.15 
15-Aug-2017, 0.14 
16-Aug-2017, 0.17 
17-Aug-2017, 0.05 
18-Aug-2017, 0.11 
21-Aug-2017, 0.09 
22-Aug-2017, 0.15 
23-Aug-2017, 0.11 
24-Aug-2017, 0.20 
25-Aug-2017, 0.25 
28-Aug-2017, 0.23 
29-Aug-2017, 0.10 
30-Aug-2017, 0.23 
31-Aug-2017, 0.26 
01-Sep-2017, 0.37 
04-Sep-2017, 0.33 
05-Sep-2017, 0.21 
06-Sep-2017, 0.21 
07-Sep-2017, 0.22 
08-Sep-2017, 0.19 
11-Sep-2017, 0.27 
12-Sep-2017, 0.45 
13-Sep-2017, 0.48 
14-Sep-2017, 0.53 
15-Sep-2017, 0.56 
18-Sep-2017, 0.65 
19-Sep-2017, 0.65 
20-Sep-2017, 0.70 
21-Sep-2017, 0.74 
22-Sep-2017, 0.71 
25-Sep-2017, 0.56 
26-Sep-2017, 0.58 
27-Sep-2017, 0.78 
28-Sep-2017, 0.82 
29-Sep-2017, 0.80 
02-Oct-2017, 0.77 
03-Oct-2017, 0.80 
04-Oct-2017, 0.73 
05-Oct-2017, 0.77 
06-Oct-2017, 0.75 
09-Oct-2017, 0.69 
10-Oct-2017, 0.66 
11-Oct-2017, 0.69 
12-Oct-2017, 0.67 
13-Oct-2017, 0.63 
16-Oct-2017, 0.61 
17-Oct-2017, 0.54 
18-Oct-2017, 0.61 
19-Oct-2017, 0.51 
20-Oct-2017, 0.69 
23-Oct-2017, 0.69 
24-Oct-2017, 0.78 
25-Oct-2017, 0.86 
26-Oct-2017, 0.92 
27-Oct-2017, 0.92 
30-Oct-2017, 0.90 
31-Oct-2017, 0.98 
01-Nov-2017, 1.02 
02-Nov-2017, 0.98 
03-Nov-2017, 0.98 
06-Nov-2017, 0.93 
07-Nov-2017, 0.79 
08-Nov-2017, 0.68 
09-Nov-2017, 0.62 
10-Nov-2017, 0.63 
13-Nov-2017, 0.55 
14-Nov-2017, 0.43 
15-Nov-2017, 0.22 
16-Nov-2017, 0.40 
17-Nov-2017, 0.43 
20-Nov-2017, 0.56 
21-Nov-2017, 0.65 
22-Nov-2017, 0.63 
23-Nov-2017, 0.59 
24-Nov-2017, 0.65 
27-Nov-2017, 0.55 
28-Nov-2017, 0.64 
29-Nov-2017, 0.75 
30-Nov-2017, 0.75 
01-Dec-2017, 0.60 
04-Dec-2017, 0.66 
05-Dec-2017, 0.60 
06-Dec-2017, 0.40 
07-Dec-2017, 0.55 
08-Dec-2017, 0.64 
11-Dec-2017, 0.58 
12-Dec-2017, 0.65 
13-Dec-2017, 0.56 
14-Dec-2017, 0.57 
15-Dec-2017, 0.56 
18-Dec-2017, 0.75 
19-Dec-2017, 0.93 
20-Dec-2017, 1.03 
21-Dec-2017, 1.07 
22-Dec-2017, 1.06 
25-Dec-2017, 1.04 
26-Dec-2017, 0.99 
27-Dec-2017, 0.85 
28-Dec-2017, 0.89 
29-Dec-2017, 0.73 
01-Jan-2018, 0.68 
02-Jan-2018, 0.91 
03-Jan-2018, 0.95 
04-Jan-2018, 1.09 
05-Jan-2018, 1.25 
08-Jan-2018, 1.25 
09-Jan-2018, 1.34 
10-Jan-2018, 1.26 
11-Jan-2018, 1.35 
12-Jan-2018, 1.41 
15-Jan-2018, 1.45 
16-Jan-2018, 1.35 
17-Jan-2018, 1.33 
18-Jan-2018, 1.38 
19-Jan-2018, 1.43 
22-Jan-2018, 1.51 
23-Jan-2018, 1.47 
24-Jan-2018, 1.50 
25-Jan-2018, 1.36 
26-Jan-2018, 1.46 
29-Jan-2018, 1.45 
30-Jan-2018, 1.30 
31-Jan-2018, 1.31 
01-Feb-2018, 1.40 
02-Feb-2018, 1.22 
05-Feb-2018, 0.52 
06-Feb-2018, 0.47 
07-Feb-2018, 0.76 
08-Feb-2018, 0.49 
09-Feb-2018, 0.31 
12-Feb-2018, 0.40 
13-Feb-2018, 0.40 
14-Feb-2018, 0.82 
15-Feb-2018, 0.83 
16-Feb-2018, 0.85 
19-Feb-2018, 0.91 
20-Feb-2018, 0.98 
21-Feb-2018, 1.08 
22-Feb-2018, 0.94 
23-Feb-2018, 0.80 
26-Feb-2018, 0.86 
27-Feb-2018, 0.90 
28-Feb-2018, 0.71 
01-Mar-2018, 0.55 
02-Mar-2018, 0.57 
05-Mar-2018, 0.60 
06-Mar-2018, 0.75 
07-Mar-2018, 0.78 
08-Mar-2018, 0.78 
09-Mar-2018, 0.94 
12-Mar-2018, 0.84 
13-Mar-2018, 0.77 
14-Mar-2018, 0.66 
15-Mar-2018, 0.58 
16-Mar-2018, 0.58 
19-Mar-2018, 0.49 
20-Mar-2018, 0.57 
21-Mar-2018, 0.69 
22-Mar-2018, 0.39 
23-Mar-2018, 0.24 
26-Mar-2018, 0.31 
27-Mar-2018, 0.25 
28-Mar-2018, 0.20 
29-Mar-2018, 0.33 
30-Mar-2018, 0.35 
02-Apr-2018, 0.23 
03-Apr-2018, 0.32 
04-Apr-2018, 0.31 
05-Apr-2018, 0.45 
06-Apr-2018, 0.30 
09-Apr-2018, 0.35 
10-Apr-2018, 0.45 
11-Apr-2018, 0.40 
12-Apr-2018, 0.55 
13-Apr-2018, 0.54 
16-Apr-2018, 0.51 
17-Apr-2018, 0.49 
18-Apr-2018, 0.51 
19-Apr-2018, 0.65 
20-Apr-2018, 0.65 
23-Apr-2018, 0.74 
24-Apr-2018, 0.75 
25-Apr-2018, 0.71 
26-Apr-2018, 0.64 
27-Apr-2018, 0.59 
30-Apr-2018, 0.53 
01-May-2018, 0.57 
02-May-2018, 0.62 
03-May-2018, 0.43 
04-May-2018, 0.43 
07-May-2018, 0.44 
08-May-2018, 0.46 
09-May-2018, 0.50 
10-May-2018, 0.52 
11-May-2018, 0.56 
14-May-2018, 0.57 
15-May-2018, 0.61 
16-May-2018, 0.57 
17-May-2018, 0.60 
18-May-2018, 0.36 
21-May-2018, 0.26 
22-May-2018, 0.37 
23-May-2018, 0.14 
24-May-2018, 0.01 
25-May-2018, (0.16)
28-May-2018, (0.39)
29-May-2018, (0.96)
30-May-2018, (0.72)
31-May-2018, (0.68)
01-Jun-2018, (0.41)
04-Jun-2018, (0.15)
05-Jun-2018, (0.24)
06-Jun-2018, (0.12)
07-Jun-2018, (0.15)
08-Jun-2018, (0.32)
11-Jun-2018, (0.22)
12-Jun-2018, (0.22)
13-Jun-2018, (0.20)
14-Jun-2018, (0.22)
15-Jun-2018, (0.23)
18-Jun-2018, (0.22)
19-Jun-2018, (0.40)
20-Jun-2018, (0.32)
21-Jun-2018, (0.53)
22-Jun-2018, (0.48)
25-Jun-2018, (0.67)
26-Jun-2018, (0.63)
27-Jun-2018, (0.75)
28-Jun-2018, (0.79)
29-Jun-2018, (0.74)
02-Jul-2018, (0.78)
03-Jul-2018, (0.76)
04-Jul-2018, (0.72)
05-Jul-2018, (0.72)
06-Jul-2018, (0.62)
09-Jul-2018, (0.43)
10-Jul-2018, (0.35)
11-Jul-2018, (0.45)
12-Jul-2018, (0.40)
13-Jul-2018, (0.42)
16-Jul-2018, (0.41)
17-Jul-2018, (0.35)
18-Jul-2018, (0.36)
19-Jul-2018, (0.42)
20-Jul-2018, (0.39)
23-Jul-2018, (0.30)
24-Jul-2018, (0.25)
25-Jul-2018, (0.23)
26-Jul-2018, (0.16)
27-Jul-2018, (0.17)
30-Jul-2018, (0.16)
31-Jul-2018, (0.21)
01-Aug-2018, (0.13)
02-Aug-2018, (0.23)
03-Aug-2018, (0.31)
06-Aug-2018, (0.27)
07-Aug-2018, (0.16)
08-Aug-2018, (0.19)
09-Aug-2018, (0.28)
10-Aug-2018, (0.63)
13-Aug-2018, (0.80)
14-Aug-2018, (0.69)
15-Aug-2018, (0.84)
16-Aug-2018, (0.77)
17-Aug-2018, (0.74)
20-Aug-2018, (0.69)
21-Aug-2018, (0.55)
22-Aug-2018, (0.51)
23-Aug-2018, (0.54)
24-Aug-2018, (0.50)
27-Aug-2018, (0.40)
28-Aug-2018, (0.35)
29-Aug-2018, (0.29)
30-Aug-2018, (0.47)
31-Aug-2018, (0.60)
03-Sep-2018, (0.64)
04-Sep-2018, (0.56)
05-Sep-2018, (0.60)
06-Sep-2018, (0.72)
07-Sep-2018, (0.65)
10-Sep-2018, (0.58)
11-Sep-2018, (0.51)
12-Sep-2018, (0.54)
13-Sep-2018, (0.45)
14-Sep-2018, (0.35)
17-Sep-2018, (0.40)
18-Sep-2018, (0.25)
19-Sep-2018, (0.14)
20-Sep-2018, (0.12)
21-Sep-2018, (0.12)
24-Sep-2018, (0.06)
25-Sep-2018, 0.05 
26-Sep-2018, 0.03 
27-Sep-2018, 0.01 
28-Sep-2018, (0.15)
01-Oct-2018, (0.11)
02-Oct-2018, (0.28)
03-Oct-2018, (0.06)
04-Oct-2018, (0.11)
05-Oct-2018, (0.13)
08-Oct-2018, (0.21)
09-Oct-2018, (0.26)
10-Oct-2018, (0.44)
11-Oct-2018, (0.67)
12-Oct-2018, (0.53)
15-Oct-2018, (0.55)
16-Oct-2018, (0.48)
17-Oct-2018, (0.50)
18-Oct-2018, (0.67)
19-Oct-2018, (0.74)
22-Oct-2018, (0.69)
23-Oct-2018, (0.89)
24-Oct-2018, (1.11)
25-Oct-2018, (0.98)
26-Oct-2018, (1.13)
29-Oct-2018, (1.10)
30-Oct-2018, (1.03)
31-Oct-2018, (0.84)
01-Nov-2018, (0.68)
02-Nov-2018, (0.46)
05-Nov-2018, (0.51)
06-Nov-2018, (0.46)
07-Nov-2018, (0.36)
08-Nov-2018, (0.37)
09-Nov-2018, (0.59)
12-Nov-2018, (0.77)
13-Nov-2018, (0.81)
14-Nov-2018, (0.90)
15-Nov-2018, (1.04)
16-Nov-2018, (1.05)
19-Nov-2018, (1.16)
20-Nov-2018, (1.37)
21-Nov-2018, (1.18)
22-Nov-2018, (1.14)
23-Nov-2018, (1.20)
26-Nov-2018, (1.02)
27-Nov-2018, (1.06)
28-Nov-2018, (0.97)
29-Nov-2018, (0.98)
30-Nov-2018, (0.99)
03-Dec-2018, (0.91)
04-Dec-2018, (1.16)
05-Dec-2018, (1.20)
06-Dec-2018, (1.51)
07-Dec-2018, (1.52)
10-Dec-2018, (1.66)
11-Dec-2018, (1.57)
12-Dec-2018, (1.34)
13-Dec-2018, (1.26)
14-Dec-2018, (1.35)
17-Dec-2018, (1.47)
18-Dec-2018, (1.53)
19-Dec-2018, (1.65)
20-Dec-2018, (1.78)
21-Dec-2018, (1.85)
24-Dec-2018, (1.88)
25-Dec-2018, (1.87)
26-Dec-2018, (1.69)
27-Dec-2018, (1.72)
28-Dec-2018, (1.57)
31-Dec-2018, (1.51)
01-Jan-2019, (1.45)
02-Jan-2019, (1.48)
03-Jan-2019, (1.62)
04-Jan-2019, (1.30)
07-Jan-2019, (1.21)
08-Jan-2019, (1.13)
09-Jan-2019, (1.03)
10-Jan-2019, (1.00)
11-Jan-2019, (1.00)
14-Jan-2019, (0.97)
15-Jan-2019, (0.97)
16-Jan-2019, (0.86)
17-Jan-2019, (0.78)
18-Jan-2019, (0.63)
21-Jan-2019, (0.63)
22-Jan-2019, (0.69)
23-Jan-2019, (0.68)
24-Jan-2019, (0.75)
25-Jan-2019, (0.59)
28-Jan-2019, (0.64)
29-Jan-2019, (0.70)
30-Jan-2019, (0.68)
31-Jan-2019, (0.69)
01-Feb-2019, (0.65)
04-Feb-2019, (0.61)
05-Feb-2019, (0.57)
06-Feb-2019, (0.59)
07-Feb-2019, (0.80)
08-Feb-2019, (0.90)
11-Feb-2019, (0.78)
12-Feb-2019, (0.69)
13-Feb-2019, (0.65)
14-Feb-2019, (0.69)
15-Feb-2019, (0.61)
18-Feb-2019, (0.59)
19-Feb-2019, (0.58)
20-Feb-2019, (0.54)
21-Feb-2019, (0.51)
22-Feb-2019, (0.51)
25-Feb-2019, (0.46)
26-Feb-2019, (0.44)
27-Feb-2019, (0.35)
28-Feb-2019, (0.32)
01-Mar-2019, (0.25)
04-Mar-2019, (0.31)
05-Mar-2019, (0.32)
06-Mar-2019, (0.41)
07-Mar-2019, (0.55)
08-Mar-2019, (0.65)
11-Mar-2019, (0.59)
12-Mar-2019, (0.59)
13-Mar-2019, (0.54)
14-Mar-2019, (0.46)
15-Mar-2019, (0.40)
18-Mar-2019, (0.34)
19-Mar-2019, (0.29)
20-Mar-2019, (0.43)
21-Mar-2019, (0.45)
22-Mar-2019, (0.70)
25-Mar-2019, (0.76)
26-Mar-2019, (0.68)
27-Mar-2019, (0.79)
28-Mar-2019, (0.78)
29-Mar-2019, (0.69)
01-Apr-2019, (0.52)
02-Apr-2019, (0.53)
03-Apr-2019, (0.36)
04-Apr-2019, (0.34)
05-Apr-2019, (0.32)
08-Apr-2019, (0.36)
09-Apr-2019, (0.39)
10-Apr-2019, (0.38)
11-Apr-2019, (0.30)
12-Apr-2019, (0.12)
15-Apr-2019, (0.11)
16-Apr-2019, (0.00)
17-Apr-2019, 0.04 
18-Apr-2019, (0.01)
19-Apr-2019, 0.00 
22-Apr-2019, 0.03 
23-Apr-2019, (0.00)
24-Apr-2019, (0.13)
25-Apr-2019, (0.16)
26-Apr-2019, (0.16)
29-Apr-2019, (0.10)
30-Apr-2019, (0.13)
01-May-2019, (0.15)
02-May-2019, (0.12)
03-May-2019, (0.04)
06-May-2019, (0.19)
07-May-2019, (0.36)
08-May-2019, (0.41)
09-May-2019, (0.58)
10-May-2019, (0.61)
13-May-2019, (0.90)
14-May-2019, (0.79)
15-May-2019, (0.83)
16-May-2019, (0.72)
17-May-2019, (0.74)
20-May-2019, (0.70)
21-May-2019, (0.56)
22-May-2019, (0.62)
23-May-2019, (0.90)
24-May-2019, (0.80)
27-May-2019, (0.83)
28-May-2019, (0.93)
29-May-2019, (0.97)
30-May-2019, (0.94)
31-May-2019, (1.14)
03-Jun-2019, (1.23)
04-Jun-2019, (1.07)
05-Jun-2019, (1.06)
06-Jun-2019, (1.08)
07-Jun-2019, (1.02)
10-Jun-2019, (0.79)
11-Jun-2019, (0.71)
12-Jun-2019, (0.79)
13-Jun-2019, (0.75)
14-Jun-2019, (0.78)
17-Jun-2019, (0.79)
18-Jun-2019, (0.69)
19-Jun-2019, (0.60)
20-Jun-2019, (0.62)
21-Jun-2019, (0.56)
24-Jun-2019, (0.63)
25-Jun-2019, (0.72)
26-Jun-2019, (0.57)
27-Jun-2019, (0.57)
28-Jun-2019, (0.52)
01-Jul-2019, (0.38)
02-Jul-2019, (0.39)
03-Jul-2019, (0.36)
04-Jul-2019, (0.37)
05-Jul-2019, (0.33)
08-Jul-2019, (0.41)
09-Jul-2019, (0.40)
10-Jul-2019, (0.35)
11-Jul-2019, (0.27)
12-Jul-2019, (0.24)
15-Jul-2019, (0.28)
16-Jul-2019, (0.25)
17-Jul-2019, (0.32)
18-Jul-2019, (0.34)
19-Jul-2019, (0.35)
22-Jul-2019, (0.37)
23-Jul-2019, (0.28)
24-Jul-2019, (0.26)
25-Jul-2019, (0.23)
26-Jul-2019, (0.26)
29-Jul-2019, (0.31)
30-Jul-2019, (0.39)
31-Jul-2019, (0.39)
01-Aug-2019, (0.55)
02-Aug-2019, (0.81)
05-Aug-2019, (1.16)
06-Aug-2019, (1.11)
07-Aug-2019, (1.21)
08-Aug-2019, (1.07)
09-Aug-2019, (1.10)
12-Aug-2019, (1.24)
13-Aug-2019, (1.11)
14-Aug-2019, (1.32)
15-Aug-2019, (1.38)
16-Aug-2019, (1.27)
19-Aug-2019, (1.11)
20-Aug-2019, (1.09)
21-Aug-2019, (0.91)
22-Aug-2019, (0.82)
23-Aug-2019, (1.00)
26-Aug-2019, (1.07)
27-Aug-2019, (1.06)
28-Aug-2019, (1.09)
29-Aug-2019, (0.97)
30-Aug-2019, (0.92)
02-Sep-2019, (0.87)
03-Sep-2019, (0.92)
04-Sep-2019, (0.79)
05-Sep-2019, (0.57)
06-Sep-2019, (0.55)
09-Sep-2019, (0.40)
10-Sep-2019, (0.32)
11-Sep-2019, (0.27)
12-Sep-2019, (0.19)
13-Sep-2019, (0.04)
16-Sep-2019, (0.09)
17-Sep-2019, (0.16)
18-Sep-2019, (0.20)
19-Sep-2019, (0.21)
20-Sep-2019, (0.23)
23-Sep-2019, (0.32)
24-Sep-2019, (0.45)
25-Sep-2019, (0.43)
26-Sep-2019, (0.46)
27-Sep-2019, (0.49)
30-Sep-2019, (0.46)
01-Oct-2019, (0.53)
02-Oct-2019, (0.65)
03-Oct-2019, (0.75)
04-Oct-2019, (0.71)
07-Oct-2019, (0.72)
08-Oct-2019, (0.82)
09-Oct-2019, (0.70)
10-Oct-2019, (0.52)
11-Oct-2019, (0.26)
14-Oct-2019, (0.25)
15-Oct-2019, (0.12)
16-Oct-2019, (0.10)
17-Oct-2019, (0.10)
18-Oct-2019, (0.13)
21-Oct-2019, (0.05)
22-Oct-2019, (0.03)
23-Oct-2019, (0.04)
24-Oct-2019, (0.04)
25-Oct-2019, 0.04 
28-Oct-2019, 0.12 
29-Oct-2019, 0.06 
30-Oct-2019, 0.00 
31-Oct-2019, (0.11)
01-Nov-2019, 0.03 
04-Nov-2019, 0.12 
05-Nov-2019, 0.27 
06-Nov-2019, 0.20 
07-Nov-2019, 0.37 
08-Nov-2019, 0.35 
11-Nov-2019, 0.33 
12-Nov-2019, 0.30 
13-Nov-2019, 0.12 
14-Nov-2019, 0.04 
15-Nov-2019, 0.13 
18-Nov-2019, 0.05 
19-Nov-2019, 0.02 
20-Nov-2019, (0.06)
21-Nov-2019, (0.05)
22-Nov-2019, (0.05)
25-Nov-2019, (0.00)
26-Nov-2019, (0.05)
27-Nov-2019, 0.01 
28-Nov-2019, 0.00 
29-Nov-2019, (0.00)
02-Dec-2019, (0.00)
03-Dec-2019, (0.15)
04-Dec-2019, (0.00)
05-Dec-2019, 0.04 
06-Dec-2019, 0.10 
09-Dec-2019, 0.01 
10-Dec-2019, 0.03 
11-Dec-2019, 0.03 
12-Dec-2019, 0.25 
13-Dec-2019, 0.19 
16-Dec-2019, 0.31 
17-Dec-2019, 0.39 
18-Dec-2019, 0.42 
19-Dec-2019, 0.35 
20-Dec-2019, 0.39 
23-Dec-2019, 0.44 
24-Dec-2019, 0.42 
25-Dec-2019, 0.45 
26-Dec-2019, 0.50 
27-Dec-2019, 0.44 
30-Dec-2019, 0.46 
31-Dec-2019, 0.44 
01-Jan-2020, 0.43 
02-Jan-2020, 0.47 
03-Jan-2020, 0.32 
06-Jan-2020, 0.29 
07-Jan-2020, 0.34 
08-Jan-2020, 0.39 
09-Jan-2020, 0.47 
10-Jan-2020, 0.51 
13-Jan-2020, 0.55 
14-Jan-2020, 0.54 
15-Jan-2020, 0.46 
16-Jan-2020, 0.47 
17-Jan-2020, 0.49 
20-Jan-2020, 0.49 
21-Jan-2020, 0.33 
22-Jan-2020, 0.33 
23-Jan-2020, 0.25 
24-Jan-2020, 0.16 
27-Jan-2020, (0.19)
28-Jan-2020, (0.03)
29-Jan-2020, 0.00 
30-Jan-2020, (0.17)
31-Jan-2020, (0.34)
03-Feb-2020, (0.27)
04-Feb-2020, (0.02)
05-Feb-2020, 0.12 
06-Feb-2020, 0.16 
07-Feb-2020, 0.07 
10-Feb-2020, 0.06 
11-Feb-2020, 0.19 
12-Feb-2020, 0.31 
13-Feb-2020, 0.26 
14-Feb-2020, 0.24 
17-Feb-2020, 0.24 
18-Feb-2020, 0.07 
19-Feb-2020, 0.13 
20-Feb-2020, 0.03 
21-Feb-2020, (0.15)
24-Feb-2020, (0.67)
25-Feb-2020, (0.90)
26-Feb-2020, (0.94)
27-Feb-2020, (1.50)
28-Feb-2020, (1.83)
02-Mar-2020, (1.70)
03-Mar-2020, (1.63)
04-Mar-2020, (1.58)
05-Mar-2020, (1.88)
06-Mar-2020, (2.41)
09-Mar-2020, (3.58)
10-Mar-2020, (3.15)
11-Mar-2020, (3.21)
12-Mar-2020, (3.90)
13-Mar-2020, (3.55)
16-Mar-2020, (4.08)
17-Mar-2020, (3.95)
18-Mar-2020, (3.92)
19-Mar-2020, (3.46)
20-Mar-2020, (3.05)
23-Mar-2020, (3.02)
24-Mar-2020, (2.58)
25-Mar-2020, (2.22)
26-Mar-2020, (2.01)
27-Mar-2020, (2.11)
30-Mar-2020, (2.22)
31-Mar-2020, (2.03)
01-Apr-2020, (2.07)
02-Apr-2020, (1.99)
03-Apr-2020, (1.97)
06-Apr-2020, (1.83)
07-Apr-2020, (1.60)
08-Apr-2020, (1.54)
09-Apr-2020, (1.45)
10-Apr-2020, (1.41)
13-Apr-2020, (1.34)
14-Apr-2020, (1.37)
15-Apr-2020, (1.54)
16-Apr-2020, (1.54)
17-Apr-2020, (1.47)
20-Apr-2020, (1.47)
21-Apr-2020, (1.62)
22-Apr-2020, (1.54)
23-Apr-2020, (1.43)
24-Apr-2020, (1.44)
27-Apr-2020, (1.30)
28-Apr-2020, (1.23)
29-Apr-2020, (1.12)
30-Apr-2020, (1.15)
01-May-2020, (1.20)
04-May-2020, (1.24)
05-May-2020, (1.19)
06-May-2020, (1.12)
07-May-2020, (1.14)
08-May-2020, (1.06)
11-May-2020, (0.99)
12-May-2020, (1.01)
13-May-2020, (1.04)
14-May-2020, (1.11)
15-May-2020, (1.13)
18-May-2020, (0.96)
19-May-2020, (0.88)
20-May-2020, (0.83)
21-May-2020, (0.78)
22-May-2020, (0.80)
25-May-2020, (0.79)
26-May-2020, (0.64)
27-May-2020, (0.59)
28-May-2020, (0.61)
29-May-2020, (0.67)
01-Jun-2020, (0.52)
02-Jun-2020, (0.48)
03-Jun-2020, (0.31)
04-Jun-2020, (0.24)
05-Jun-2020, (0.05)
08-Jun-2020, (0.06)
09-Jun-2020, (0.14)
10-Jun-2020, (0.25)
11-Jun-2020, (0.54)
12-Jun-2020, (0.53)
15-Jun-2020, (0.58)
16-Jun-2020, (0.47)
17-Jun-2020, (0.51)
18-Jun-2020, (0.51)
19-Jun-2020, (0.41)
22-Jun-2020, (0.46)
23-Jun-2020, (0.40)
24-Jun-2020, (0.46)
25-Jun-2020, (0.48)
26-Jun-2020, (0.56)
29-Jun-2020, (0.57)
30-Jun-2020, (0.60)
01-Jul-2020, (0.51)
02-Jul-2020, (0.47)
03-Jul-2020, (0.45)
06-Jul-2020, (0.37)
07-Jul-2020, (0.36)
08-Jul-2020, (0.35)
09-Jul-2020, (0.32)
10-Jul-2020, (0.30)
13-Jul-2020, (0.22)
14-Jul-2020, (0.30)
15-Jul-2020, (0.33)
16-Jul-2020, (0.37)
17-Jul-2020, (0.32)
20-Jul-2020, (0.32)
21-Jul-2020, (0.21)
22-Jul-2020, (0.31)
23-Jul-2020, (0.30)
24-Jul-2020, (0.32)
27-Jul-2020, (0.36)
28-Jul-2020, (0.37)
29-Jul-2020, (0.37)
30-Jul-2020, (0.41)
31-Jul-2020, (0.42)
03-Aug-2020, (0.38)
04-Aug-2020, (0.37)
05-Aug-2020, (0.27)
06-Aug-2020, (0.27)
07-Aug-2020, (0.24)
10-Aug-2020, (0.22)
11-Aug-2020, (0.11)
12-Aug-2020, (0.11)
13-Aug-2020, (0.08)
14-Aug-2020, (0.09)
17-Aug-2020, (0.14)
18-Aug-2020, (0.14)
19-Aug-2020, (0.14)
20-Aug-2020, (0.23)
21-Aug-2020, (0.26)
24-Aug-2020, (0.20)
25-Aug-2020, (0.10)
26-Aug-2020, (0.07)
27-Aug-2020, (0.02)
28-Aug-2020, (0.01)
31-Aug-2020, (0.08)
01-Sep-2020, (0.07)
02-Sep-2020, (0.11)
03-Sep-2020, (0.19)
04-Sep-2020, (0.11)
07-Sep-2020, (0.10)
08-Sep-2020, (0.16)
09-Sep-2020, (0.14)
10-Sep-2020, (0.11)
11-Sep-2020, (0.10)
14-Sep-2020, (0.09)
15-Sep-2020, (0.06)
