Date,FEZ US Equity  (R1),SPX Index  (L1)
7/28/2017,39.72,2472.1
7/31/2017,39.72,2470.3
8/1/2017,39.97,2476.35
8/2/2017,39.98,2477.57
8/3/2017,40.09,2472.16
8/4/2017,40.3,2476.83
8/7/2017,40.29,2480.91
8/8/2017,40.1,2474.92
8/9/2017,39.85,2474.02
8/10/2017,39.21,2438.21
8/11/2017,39.21,2441.32
8/14/2017,39.62,2465.84
8/15/2017,39.66,2464.61
8/16/2017,39.83,2468.11
8/17/2017,39.29,2430.01
8/18/2017,39.45,2425.55
8/21/2017,39.37,2428.37
8/22/2017,39.68,2452.51
8/23/2017,39.66,2444.04
8/24/2017,39.62,2438.97
8/25/2017,39.95,2443.05
8/28/2017,39.9,2444.24
8/29/2017,39.71,2446.3
8/30/2017,39.54,2457.59
8/31/2017,39.77,2471.65
9/1/2017,39.88,2476.55
9/5/2017,39.55,2457.85
9/6/2017,40.05,2465.54
9/7/2017,40.4,2465.1
9/8/2017,40.37,2461.43
9/11/2017,40.79,2488.11
9/12/2017,40.96,2496.48
9/13/2017,40.78,2498.37
9/14/2017,40.93,2495.62
9/15/2017,40.84,2500.23
9/18/2017,40.97,2503.87
9/19/2017,41.13,2506.65
9/20/2017,40.99,2508.24
9/21/2017,41.06,2500.6
9/22/2017,41.1,2502.22
9/25/2017,40.72,2496.66
9/26/2017,40.54,2496.84
9/27/2017,40.66,2507.04
9/28/2017,40.8,2510.06
9/29/2017,41.25,2519.36
10/2/2017,41.13,2529.12
10/3/2017,41.24,2534.58
10/4/2017,41.05,2537.74
10/5/2017,41.15,2552.07
10/6/2017,41.16,2549.33
10/9/2017,41.1,2544.73
10/10/2017,41.48,2550.64
10/11/2017,41.6,2555.24
10/12/2017,41.48,2550.93
10/13/2017,41.45,2553.17
10/16/2017,41.38,2557.64
10/17/2017,41.29,2559.36
10/18/2017,41.5,2561.26
10/19/2017,41.51,2562.1
10/20/2017,41.29,2575.21
10/23/2017,41.11,2564.98
10/24/2017,41.29,2569.13
10/25/2017,41.24,2557.15
10/26/2017,41.28,2560.4
10/27/2017,41.2,2581.07
10/30/2017,41.44,2572.83
10/31/2017,41.65,2575.26
11/1/2017,41.77,2579.36
11/2/2017,41.89,2579.85
11/3/2017,41.66,2587.84
11/6/2017,41.64,2591.13
11/7/2017,41.25,2590.64
11/8/2017,41.28,2594.38
11/9/2017,40.92,2584.62
11/10/2017,40.82,2582.3
11/13/2017,40.65,2584.84
11/14/2017,40.82,2578.87
11/15/2017,40.69,2564.62
11/16/2017,40.93,2585.64
11/17/2017,40.75,2578.85
11/20/2017,40.67,2582.14
11/21/2017,40.94,2599.03
11/22/2017,40.98,2597.08
11/24/2017,41.57,2602.42
11/27/2017,41.31,2601.42
11/28/2017,41.54,2627.04
11/29/2017,41.41,2626.07
11/30/2017,41.39,2647.58
12/1/2017,41.07,2642.22
12/4/2017,41.15,2639.44
12/5/2017,40.96,2629.57
12/6/2017,40.83,2629.27
12/7/2017,40.98,2636.98
12/8/2017,41.2,2651.5
12/11/2017,41.17,2659.99
12/12/2017,41.1,2664.11
12/13/2017,41.08,2662.85
12/14/2017,40.69,2652.01
12/15/2017,40.7,2675.81
12/18/2017,41.25,2690.16
12/19/2017,41.19,2681.47
12/20/2017,40.94,2679.25
12/21/2017,41.04,2684.57
12/22/2017,40.95,2683.34
12/26/2017,40.99,2680.5
12/27/2017,40.94,2682.62
12/28/2017,40.86,2687.54
12/29/2017,40.71,2673.61
1/2/2018,40.89,2695.81
1/3/2018,41.05,2713.06
1/4/2018,41.78,2723.99
1/5/2018,42.2,2743.15
1/8/2018,42.03,2747.71
1/9/2018,42.06,2751.29
1/10/2018,41.91,2748.23
1/11/2018,42.17,2767.56
1/12/2018,42.76,2786.24
1/16/2018,42.87,2776.42
1/17/2018,43.03,2802.56
1/18/2018,43.09,2798.03
1/19/2018,43.42,2810.3
1/22/2018,43.79,2832.97
1/23/2018,43.9,2839.13
1/24/2018,43.97,2837.54
1/25/2018,43.8,2839.25
1/26/2018,44.21,2872.87
1/29/2018,43.84,2853.53
1/30/2018,43.47,2822.43
1/31/2018,43.54,2823.81
2/1/2018,43.56,2821.98
2/2/2018,42.45,2762.13
2/5/2018,40.66,2648.94
2/6/2018,41.81,2695.14
2/7/2018,41,2681.66
2/8/2018,39.79,2581
2/9/2018,39.91,2619.55
2/12/2018,40.46,2656
2/13/2018,40.34,2662.94
2/14/2018,41.07,2698.63
2/15/2018,41.34,2731.2
2/16/2018,41.42,2732.22
2/20/2018,41.05,2716.26
2/21/2018,40.75,2701.33
2/22/2018,41.05,2703.96
2/23/2018,41.34,2747.3
2/26/2018,41.68,2779.6
2/27/2018,40.94,2744.28
2/28/2018,40.55,2713.83
3/1/2018,40.18,2677.67
3/2/2018,40.16,2691.25
3/5/2018,40.44,2720.94
3/6/2018,40.63,2728.12
3/7/2018,40.87,2726.8
3/8/2018,40.9,2738.97
3/9/2018,41.04,2786.57
3/12/2018,41.09,2783.02
3/13/2018,40.75,2765.31
3/14/2018,40.87,2749.48
3/15/2018,40.9,2747.33
3/16/2018,41,2752.01
3/19/2018,40.71,2712.92
3/20/2018,40.65,2716.94
3/21/2018,40.55,2711.93
3/22/2018,39.68,2643.69
3/23/2018,39.21,2588.26
3/26/2018,40.04,2658.55
3/27/2018,39.53,2612.62
3/28/2018,39.78,2605
3/29/2018,40.27,2640.87
4/2/2018,39.66,2581.88
4/3/2018,40.09,2614.45
4/4/2018,40.25,2644.69
4/5/2018,40.7,2662.84
4/6/2018,40.45,2604.47
4/9/2018,40.85,2613.16
4/10/2018,41.29,2656.87
4/11/2018,41.07,2642.19
4/12/2018,41.32,2663.99
4/13/2018,41.36,2656.3
4/16/2018,41.52,2677.84
4/17/2018,41.93,2706.39
4/18/2018,42.07,2708.64
4/19/2018,41.91,2693.13
4/20/2018,41.79,2670.14
4/23/2018,41.77,2670.29
4/24/2018,41.55,2634.56
4/25/2018,41.5,2639.4
4/26/2018,41.58,2666.94
4/27/2018,41.69,2669.91
4/30/2018,41.6,2648.05
5/1/2018,41.37,2654.8
5/2/2018,41.44,2635.67
5/3/2018,41.53,2629.73
5/4/2018,41.6,2663.42
5/7/2018,41.64,2672.63
5/8/2018,41.43,2671.92
5/9/2018,41.58,2697.79
5/10/2018,41.87,2723.07
5/11/2018,41.84,2727.72
5/14/2018,41.85,2730.13
5/15/2018,41.52,2711.45
5/16/2018,41.45,2722.46
5/17/2018,41.59,2720.13
5/18/2018,41.44,2712.97
5/21/2018,41.63,2733.01
5/22/2018,41.67,2724.44
5/23/2018,41.03,2733.29
5/24/2018,40.9,2727.76
5/25/2018,40.45,2721.33
5/29/2018,39,2689.86
5/30/2018,39.83,2724.01
5/31/2018,39.61,2705.27
6/1/2018,39.99,2734.62
6/4/2018,40.2,2746.87
6/5/2018,40.09,2748.8
6/6/2018,40.56,2772.35
6/7/2018,40.21,2770.37
6/8/2018,40.28,2779.03
6/11/2018,40.78,2782
6/12/2018,40.48,2786.85
6/13/2018,40.61,2775.63
6/14/2018,40.65,2782.49
6/15/2018,39.65,2779.66
6/18/2018,39.14,2773.75
6/19/2018,38.78,2762.59
6/20/2018,38.69,2767.32
6/21/2018,38.3,2749.76
6/22/2018,38.82,2754.88
6/25/2018,38.31,2717.07
6/26/2018,38.2,2723.06
6/27/2018,37.82,2699.63
6/28/2018,37.88,2716.31
6/29/2018,38.33,2718.37
7/2/2018,38.15,2726.71
7/3/2018,38.37,2713.22
7/5/2018,39.09,2736.61
7/6/2018,39.32,2759.82
7/9/2018,39.52,2784.17
7/10/2018,39.59,2793.84
7/11/2018,38.77,2774.02
7/12/2018,39.07,2798.29
7/13/2018,39.18,2801.31
7/16/2018,39.27,2798.43
7/17/2018,39.23,2809.55
7/18/2018,39.37,2815.62
7/19/2018,39.15,2804.49
7/20/2018,39.33,2801.83
7/23/2018,39.3,2806.98
7/24/2018,39.49,2820.4
7/25/2018,39.85,2846.07
7/26/2018,39.6,2837.44
7/27/2018,39.77,2818.82
7/30/2018,39.84,2802.6
7/31/2018,40,2816.29
8/1/2018,39.72,2813.36
8/2/2018,39.29,2827.22
8/3/2018,39.23,2840.35
8/6/2018,39.1,2850.4
8/7/2018,39.48,2858.45
8/8/2018,39.36,2857.7
8/9/2018,39.12,2853.58
8/10/2018,37.92,2833.28
8/13/2018,37.73,2821.93
8/14/2018,37.75,2839.96
8/15/2018,37,2818.37
8/16/2018,37.26,2840.69
8/17/2018,37.55,2850.13
8/20/2018,37.81,2857.05
8/21/2018,38.35,2862.96
8/22/2018,38.58,2861.82
8/23/2018,38.32,2856.98
8/24/2018,38.73,2874.69
8/27/2018,39.27,2896.74
8/28/2018,39.19,2897.52
8/29/2018,39.34,2914.04
8/30/2018,38.83,2901.13
8/31/2018,38.28,2901.52
9/4/2018,37.87,2896.72
9/5/2018,37.52,2888.6
9/6/2018,37.33,2878.05
9/7/2018,36.93,2871.68
9/10/2018,37.35,2877.13
9/11/2018,37.39,2887.89
9/12/2018,37.48,2888.92
9/13/2018,37.92,2904.18
9/14/2018,37.77,2904.98
9/17/2018,37.88,2888.8
9/18/2018,38.11,2904.31
9/19/2018,38.25,2907.95
9/20/2018,39.05,2930.75
9/21/2018,39.08,2929.67
9/24/2018,38.89,2919.37
9/25/2018,39.04,2915.56
9/26/2018,39.07,2905.97
9/27/2018,38.89,2914
9/28/2018,38.27,2913.98
10/1/2018,38.29,2924.59
10/2/2018,37.98,2923.43
10/3/2018,38.16,2925.51
10/4/2018,37.72,2901.61
10/5/2018,37.4,2885.57
10/8/2018,37.08,2884.43
10/9/2018,37.1,2880.34
10/10/2018,36.35,2785.68
10/11/2018,36.01,2728.37
10/12/2018,36.02,2767.13
10/15/2018,36.13,2750.79
10/16/2018,36.75,2809.92
10/17/2018,36.35,2809.21
10/18/2018,35.63,2768.78
10/19/2018,35.91,2767.78
10/22/2018,35.58,2755.88
10/23/2018,35.37,2740.69
10/24/2018,34.38,2656.1
10/25/2018,34.91,2705.57
10/26/2018,34.73,2658.69
10/29/2018,34.69,2641.25
10/30/2018,34.88,2682.63
10/31/2018,35.14,2711.74
11/1/2018,35.62,2740.37
11/2/2018,35.69,2723.06
11/5/2018,35.7,2738.31
11/6/2018,35.82,2755.45
11/7/2018,36.29,2813.89
11/8/2018,35.73,2806.83
11/9/2018,35.67,2781.01
11/12/2018,34.87,2726.22
11/13/2018,35.15,2722.18
11/14/2018,35.26,2701.58
11/15/2018,35.45,2730.2
11/16/2018,35.42,2736.27
11/19/2018,35.08,2690.73
11/20/2018,34.4,2641.89
11/21/2018,34.85,2649.93
11/23/2018,34.52,2632.56
11/26/2018,35.04,2673.45
11/27/2018,34.87,2682.17
11/28/2018,35.41,2743.79
11/29/2018,35.26,2737.76
11/30/2018,35.08,2760.17
12/3/2018,35.54,2790.37
12/4/2018,34.63,2700.06
12/6/2018,34.17,2695.95
12/7/2018,33.76,2633.08
12/10/2018,33.63,2637.72
12/11/2018,33.7,2636.78
12/12/2018,34.36,2651.07
12/13/2018,34.34,2650.54
12/14/2018,33.84,2599.95
12/17/2018,33.61,2545.94
12/18/2018,33.68,2546.16
12/19/2018,33.4,2506.96
12/20/2018,33.24,2467.42
12/21/2018,32.66,2416.62
12/24/2018,32.08,2351.1
12/26/2018,32.96,2467.7
12/27/2018,32.98,2488.83
12/28/2018,33.13,2485.74
12/31/2018,33.27,2506.85
1/2/2019,33.12,2510.03
1/3/2019,32.68,2447.89
1/4/2019,33.78,2531.94
1/7/2019,33.81,2549.69
1/8/2019,34.03,2574.41
1/9/2019,34.47,2584.96
1/10/2019,34.44,2596.64
1/11/2019,34.15,2596.26
1/14/2019,34.03,2582.61
1/15/2019,34.07,2610.3
1/16/2019,34.04,2616.1
1/17/2019,34.1,2635.96
1/18/2019,34.6,2670.71
1/22/2019,34.18,2632.9
1/23/2019,34.4,2638.7
1/24/2019,34.43,2642.33
1/25/2019,34.97,2664.76
1/28/2019,34.9,2643.85
1/29/2019,35.06,2640
1/30/2019,35.33,2681.05
1/31/2019,35.25,2704.1
2/1/2019,35.33,2706.53
2/4/2019,35.31,2724.87
2/5/2019,35.64,2737.7
2/6/2019,35.49,2731.61
2/7/2019,34.86,2706.05
2/8/2019,34.72,2707.88
2/11/2019,34.7,2709.8
2/12/2019,35.14,2744.73
2/13/2019,35.14,2753.03
2/14/2019,35.03,2745.73
2/15/2019,35.65,2775.6
2/19/2019,35.8,2779.76
2/20/2019,35.95,2784.7
2/21/2019,35.92,2774.88
2/22/2019,36.06,2792.67
2/25/2019,36.14,2796.11
2/26/2019,36.42,2793.9
2/27/2019,36.25,2792.38
2/28/2019,36.43,2784.49
3/1/2019,36.69,2803.69
3/4/2019,36.53,2792.81
3/5/2019,36.56,2789.65
3/6/2019,36.48,2771.45
3/7/2019,35.87,2748.93
3/8/2019,36.01,2743.07
3/11/2019,36.26,2783.3
3/12/2019,36.25,2791.52
3/13/2019,36.66,2810.92
3/14/2019,36.74,2808.48
3/15/2019,37.18,2822.48
3/18/2019,37.34,2832.94
3/19/2019,37.46,2832.57
3/20/2019,37.47,2824.23
3/21/2019,37.32,2854.88
3/22/2019,36.19,2800.71
3/25/2019,36.26,2798.36
3/26/2019,36.33,2818.46
3/27/2019,36.43,2805.37
3/28/2019,36.32,2815.44
3/29/2019,36.58,2834.4
4/1/2019,37.01,2867.19
4/2/2019,37.13,2867.24
4/3/2019,37.52,2873.4
4/4/2019,37.58,2879.39
4/5/2019,37.61,2892.74
4/8/2019,37.63,2895.77
4/9/2019,37.42,2878.2
4/10/2019,37.59,2888.21
4/11/2019,37.64,2888.32
4/12/2019,37.94,2907.41
4/15/2019,37.95,2905.58
4/16/2019,37.98,2907.06
4/17/2019,38.29,2900.45
4/18/2019,38.31,2905.03
4/22/2019,38.31,2907.97
4/23/2019,38.28,2933.68
4/24/2019,37.99,2927.25
4/25/2019,37.95,2926.17
4/26/2019,37.99,2939.88
4/29/2019,38.21,2943.03
4/30/2019,38.55,2945.83
5/1/2019,38.26,2923.73
5/2/2019,38.1,2917.52
5/3/2019,38.44,2945.64
5/6/2019,38.11,2932.47
5/7/2019,37.19,2884.05
5/8/2019,37.44,2879.42
5/9/2019,37.28,2870.72
5/10/2019,37.52,2881.4
5/13/2019,36.69,2811.87
5/14/2019,37.05,2834.41
5/15/2019,37.31,2850.96
5/16/2019,37.74,2876.32
5/17/2019,37.56,2859.53
5/20/2019,37.15,2840.23
5/21/2019,37.37,2864.36
5/22/2019,37.27,2856.27
5/23/2019,36.82,2822.24
5/24/2019,37.28,2826.06
5/28/2019,36.85,2802.39
5/29/2019,36.5,2783.02
5/30/2019,36.68,2788.86
5/31/2019,36.29,2752.06
6/3/2019,36.59,2744.45
6/4/2019,37.25,2803.27
6/5/2019,37.19,2826.15
6/6/2019,37.32,2843.49
6/7/2019,37.92,2873.34
6/10/2019,37.93,2886.73
6/11/2019,38.16,2885.72
6/12/2019,37.86,2879.84
6/13/2019,37.9,2891.64
6/14/2019,37.61,2886.98
6/17/2019,37.62,2889.67
6/18/2019,38.34,2917.75
6/19/2019,38.51,2926.46
6/20/2019,38.89,2954.18
6/21/2019,38.07,2950.46
6/24/2019,38.13,2945.35
6/25/2019,37.86,2917.38
6/26/2019,37.93,2913.78
6/27/2019,38,2924.92
6/28/2019,38.3,2941.76
7/1/2019,38.34,2964.33
7/2/2019,38.47,2973.01
7/3/2019,38.79,2995.82
7/5/2019,38.51,2990.41
7/8/2019,38.31,2975.95
7/9/2019,38.23,2979.63
7/10/2019,38.3,2993.07
7/11/2019,38.27,2999.91
7/12/2019,38.28,3013.77
7/15/2019,38.32,3014.3
7/16/2019,38.25,3004.04
7/17/2019,38.11,2984.42
7/18/2019,38.18,2995.11
7/19/2019,37.88,2976.61
7/22/2019,38.01,2985.03
7/23/2019,38.35,3005.47
7/24/2019,38.36,3019.56
7/25/2019,37.96,3003.67
7/26/2019,38.09,3025.86
7/29/2019,38.16,3020.97
7/30/2019,37.46,3013.18
7/31/2019,37.15,2980.38
8/1/2019,36.99,2953.56
8/2/2019,36.55,2932.05
8/5/2019,35.86,2844.74
8/6/2019,36.03,2881.77
8/7/2019,36.28,2883.98
8/8/2019,36.61,2938.09
8/9/2019,36.42,2918.65
8/12/2019,36.13,2883.75
8/13/2019,36.56,2926.32
8/14/2019,35.46,2840.6
8/15/2019,35.46,2847.6
8/16/2019,35.88,2888.68
8/19/2019,36.18,2923.65
8/20/2019,36.03,2900.51
8/21/2019,36.51,2924.43
8/22/2019,36.38,2922.95
8/23/2019,35.83,2847.11
8/26/2019,36.19,2878.38
8/27/2019,36.2,2869.16
8/28/2019,36.19,2887.94
8/29/2019,36.67,2924.58
8/30/2019,36.66,2926.46
9/3/2019,36.5,2906.27
9/4/2019,37.03,2937.78
9/5/2019,37.34,2976
9/6/2019,37.36,2978.71
9/9/2019,37.49,2978.43
9/10/2019,37.53,2979.39
9/11/2019,37.68,3000.93
9/12/2019,38.04,3009.57
9/13/2019,38.14,3007.39
9/16/2019,37.67,2997.96
9/17/2019,37.92,3005.7
9/18/2019,37.91,3006.73
9/19/2019,38.04,3006.79
9/20/2019,37.96,2992.07
9/23/2019,37.77,2991.78
9/24/2019,37.62,2966.6
9/25/2019,37.38,2984.87
9/26/2019,37.57,2977.62
9/27/2019,37.5,2961.79
9/30/2019,37.74,2976.74
10/1/2019,37.33,2940.25
10/2/2019,36.38,2887.61
10/3/2019,36.65,2910.63
10/4/2019,36.94,2952.01
10/7/2019,36.95,2938.79
10/8/2019,36.55,2893.06
10/9/2019,36.98,2919.4
10/10/2019,37.35,2938.13
10/11/2019,38.11,2970.27
10/14/2019,38.1,2966.15
10/15/2019,38.61,2995.68
10/16/2019,38.68,2989.69
10/17/2019,38.77,2997.95
10/18/2019,38.83,2986.2
10/21/2019,39,3006.72
10/22/2019,38.78,2995.99
10/23/2019,39.03,3004.52
10/24/2019,39.04,3010.29
10/25/2019,39,3022.55
10/28/2019,39.1,3039.42
10/29/2019,39.07,3036.89
10/30/2019,39.27,3046.77
10/31/2019,39.17,3037.56
11/1/2019,39.42,3066.91
11/4/2019,39.65,3078.27
11/5/2019,39.61,3074.62
11/6/2019,39.67,3076.78
11/7/2019,39.77,3085.18
11/8/2019,39.77,3093.08
11/11/2019,39.76,3087.01
11/12/2019,39.75,3091.84
11/13/2019,39.64,3094.04
11/14/2019,39.63,3096.63
11/15/2019,39.92,3120.46
11/18/2019,39.91,3122.03
11/19/2019,39.87,3120.18
11/20/2019,39.63,3108.46
11/21/2019,39.69,3103.54
11/22/2019,39.64,3110.29
11/25/2019,39.77,3133.64
11/26/2019,39.8,3140.52
11/27/2019,39.8,3153.63
11/29/2019,39.72,3140.98
12/2/2019,39.24,3113.87
12/3/2019,39.2,3093.2
12/4/2019,39.58,3112.76
12/5/2019,39.54,3117.43
12/6/2019,39.78,3145.91
12/9/2019,39.5,3135.96
12/10/2019,39.6,3132.52
12/11/2019,39.93,3141.63
12/12/2019,40.29,3168.57
12/13/2019,40.5,3168.8
12/16/2019,40.91,3191.45
12/17/2019,40.67,3192.52
12/18/2019,40.52,3191.14
12/19/2019,40.51,3205.37
12/20/2019,40.61,3221.22
12/23/2019,40.62,3224.01
12/24/2019,40.55,3223.38
12/26/2019,40.79,3239.91
12/27/2019,40.93,3240.02
12/30/2019,40.59,3221.29
12/31/2019,40.79,3230.78
1/2/2020,41.26,3257.85
1/3/2020,40.73,3234.85
1/6/2020,40.8,3246.28
1/7/2020,40.57,3237.18
1/8/2020,40.77,3253.05
1/9/2020,40.94,3274.7
1/10/2020,40.81,3265.35
1/13/2020,40.91,3288.13
1/14/2020,40.77,3283.15
1/15/2020,40.7,3289.29
1/16/2020,40.9,3316.81
1/17/2020,41.08,3329.62
1/21/2020,40.67,3320.79
1/22/2020,40.52,3321.75
1/23/2020,40.4,3325.54
1/24/2020,40.33,3295.47
1/27/2020,39.35,3243.63
1/28/2020,39.79,3276.24
1/29/2020,39.85,3273.4
1/30/2020,39.81,3283.66
1/31/2020,39.1,3225.52
2/3/2020,39.27,3248.92
2/4/2020,39.95,3297.59
2/5/2020,40.38,3334.69
2/6/2020,40.6,3345.78
2/7/2020,40.32,3327.71
2/10/2020,40.38,3352.09
2/11/2020,40.57,3357.75
2/12/2020,40.79,3379.45
2/13/2020,40.49,3373.94
2/14/2020,40.49,3380.16
2/18/2020,40.31,3370.29
2/19/2020,40.52,3386.15
2/20/2020,40.28,3373.23
2/21/2020,40.02,3337.75
2/24/2020,38.29,3225.89
2/25/2020,37.31,3128.21
2/26/2020,37.32,3116.39
2/27/2020,36.26,2978.76
2/28/2020,35.97,2954.22
3/2/2020,36.75,3090.23
3/3/2020,36.25,3003.37
3/4/2020,37.57,3130.12
3/5/2020,36.3,3023.94
3/6/2020,35.64,2972.37
3/9/2020,32.31,2746.56
3/10/2020,33.33,2882.23
3/11/2020,31.53,2741.38
3/12/2020,27.6,2480.64
3/13/2020,29.31,2711.02
3/16/2020,25.95,2386.13
3/17/2020,27.29,2529.19
3/18/2020,25.19,2398.1
3/19/2020,25.56,2409.39
3/20/2020,25.63,2304.92
3/23/2020,25.83,2237.4
3/24/2020,28.26,2447.33
3/25/2020,29.31,2475.56
3/26/2020,30.54,2630.07
3/27/2020,29.33,2541.47
3/30/2020,29.81,2626.65
3/31/2020,29.51,2584.59
4/1/2020,28.01,2470.5
4/2/2020,28.42,2526.9
4/3/2020,27.94,2488.65
4/6/2020,29.64,2663.68
4/7/2020,29.8,2659.41
4/8/2020,30.14,2749.98
4/9/2020,30.9,2789.82
4/13/2020,30.53,2761.63
4/14/2020,31.13,2846.06
4/15/2020,29.76,2783.36
4/16/2020,29.63,2799.55
4/17/2020,30.7,2874.56
4/20/2020,30.3,2823.16
4/21/2020,29.53,2736.56
4/22/2020,29.86,2799.31
4/23/2020,29.54,2797.8
4/24/2020,29.87,2836.74
4/27/2020,30.46,2878.48
4/28/2020,30.63,2863.39
4/29/2020,31.69,2939.51
4/30/2020,31.07,2912.43
5/1/2020,30.38,2830.71
5/4/2020,30.24,2842.74
5/5/2020,30.18,2868.44
5/6/2020,29.77,2848.42
5/7/2020,30.31,2881.19
5/8/2020,30.82,2929.8
5/11/2020,30.63,2930.32
5/12/2020,30.18,2870.12
5/13/2020,29.62,2820
5/14/2020,29.43,2852.5
5/15/2020,29.5,2863.7
5/18/2020,31.17,2953.91
5/19/2020,30.74,2922.94
5/20/2020,31.53,2971.61
5/21/2020,31.23,2948.51
5/22/2020,31.18,2955.45
5/26/2020,32.09,2991.77
5/27/2020,32.96,3036.13
5/28/2020,33.27,3029.73
5/29/2020,33.36,3044.31
6/1/2020,34.03,3055.73
6/2/2020,34.68,3080.82
6/3/2020,36.06,3122.87
6/4/2020,36.12,3112.35
6/5/2020,37.19,3193.93
6/8/2020,37.61,3232.39
6/9/2020,36.88,3207.18
6/10/2020,36.66,3190.14
6/11/2020,34.33,3002.1
6/12/2020,34.93,3041.31
6/15/2020,35.26,3066.59
6/16/2020,35.74,3124.74
6/17/2020,35.88,3113.49
6/18/2020,35.7,3115.34
6/19/2020,35.47,3097.74
6/22/2020,35.66,3117.86
6/23/2020,36.05,3131.29
6/24/2020,35.04,3050.33
6/25/2020,35.58,3083.76
6/26/2020,34.94,3009.05
6/29/2020,35.48,3053.24
6/30/2020,35.53,3100.29
7/1/2020,35.54,3115.86
7/2/2020,36.19,3130.01
7/6/2020,36.93,3179.72
7/7/2020,36.28,3145.32
7/8/2020,36.61,3169.94
7/9/2020,36.1,3152.05
7/10/2020,36.53,3185.04
7/13/2020,36.47,3155.22
7/14/2020,37.1,3197.52
7/15/2020,37.6,3226.56
7/16/2020,37.49,3215.57
7/17/2020,37.66,3224.73
7/20/2020,37.93,3251.84
7/21/2020,38.08,3257.3
7/22/2020,38.21,3276.02
7/23/2020,37.83,3235.66
7/24/2020,37.55,3215.63
7/27/2020,37.94,3239.41
7/28/2020,37.67,3218.44
7/29/2020,38.11,3258.44
7/30/2020,37.38,3246.22
7/31/2020,36.55,3271.12
8/3/2020,37.32,3294.61
8/4/2020,37.52,3306.51
8/5/2020,37.73,3327.77
8/6/2020,37.77,3349.16
8/7/2020,37.57,3351.28
8/10/2020,37.55,3360.47
8/11/2020,37.82,3333.69
8/12/2020,38.73,3380.35
8/13/2020,38.44,3373.43
8/14/2020,38.12,3372.85
8/17/2020,38.32,3381.99
8/18/2020,38.26,3389.78
8/19/2020,38.21,3374.85
8/20/2020,37.99,3385.51
8/21/2020,37.6,3397.16
8/24/2020,38.35,3431.28
8/25/2020,38.54,3443.62
8/26/2020,38.85,3478.73
8/27/2020,38.33,3484.55
8/28/2020,38.62,3508.01
8/31/2020,38.1,3500.31
9/1/2020,38.14,3526.65
9/2/2020,38.91,3580.84
9/3/2020,38.01,3455.06
9/4/2020,38.05,3426.96
9/8/2020,37.38,3331.84
9/9/2020,38.36,3398.96
9/10/2020,37.89,3339.19
9/11/2020,38.23,3340.97
9/14/2020,38.29,3383.54
9/15/2020,38.51,3401.2
9/16/2020,38.25,3385.49
9/17/2020,38.37,3357.01
9/18/2020,37.95,3319.47
9/21/2020,36.41,3281.06
9/22/2020,36.29,3315.57
9/23/2020,35.72,3236.92
9/24/2020,35.85,3246.59
9/25/2020,35.76,3298.46
9/28/2020,36.54,3351.6
9/29/2020,36.61,3335.47
9/30/2020,36.35,3363
10/1/2020,36.49,3380.8
10/2/2020,36.38,3348.44
10/5/2020,37.06,3408.63
10/6/2020,36.6,3360.95
10/7/2020,36.98,3419.45
10/8/2020,37.28,3446.83
10/9/2020,37.61,3477.13
10/12/2020,37.89,3534.22
10/13/2020,37.35,3511.93
10/14/2020,37.16,3488.67
10/15/2020,36.54,3483.34
10/16/2020,36.92,3483.81
10/19/2020,36.73,3426.92
10/20/2020,37.02,3443.12
10/21/2020,36.54,3435.56
10/22/2020,36.52,3453.49
10/23/2020,36.91,3465.39
10/26/2020,35.69,3400.97
10/27/2020,35.07,3390.68
10/28/2020,33.61,3271.03
10/29/2020,33.7,3310.11
10/30/2020,33.59,3269.96
11/2/2020,34.21,3310.24
11/3/2020,35.33,3369.16
11/4/2020,35.77,3443.44
11/5/2020,36.84,3510.45
11/6/2020,36.95,3509.44
11/9/2020,38.8,3550.5
11/10/2020,39.51,3545.53
11/11/2020,39.72,3572.66
11/12/2020,39.06,3537.01
11/13/2020,39.64,3585.15
11/16/2020,39.96,3626.91
11/17/2020,40.03,3609.53
11/18/2020,39.78,3567.79
11/19/2020,40,3581.87
11/20/2020,39.95,3557.54
11/23/2020,39.99,3577.59
11/24/2020,40.62,3635.41
11/25/2020,40.69,3629.65
11/27/2020,40.99,3638.35
11/30/2020,40.33,3621.63
12/1/2020,41.35,3662.45
12/2/2020,41.37,3669.01
12/3/2020,41.34,3666.72
12/4/2020,41.72,3699.12
12/7/2020,41.49,3691.96
12/8/2020,41.58,3702.25
12/9/2020,41.42,3672.82
12/10/2020,41.49,3668.1
12/11/2020,41.17,3663.46
12/14/2020,41.22,3647.49
12/15/2020,41.81,3694.62
12/16/2020,41.99,3701.17
12/17/2020,42.4,3722.48
12/18/2020,42.1,3709.41
12/21/2020,41.13,3694.92
12/22/2020,41.1,3687.26
12/23/2020,41.69,3690.01
12/24/2020,41.82,3703.06
12/28/2020,42.11,3735.36
12/29/2020,42.18,3727.04
12/30/2020,42.2,3732.04
12/31/2020,41.72,3756.07
1/4/2021,42.03,3700.65
1/5/2021,42.3,3726.86
1/6/2021,42.98,3748.14
1/7/2021,43,3803.79
1/8/2021,43.2,3824.68
1/11/2021,42.54,3799.61
1/12/2021,42.61,3801.19
1/13/2021,42.52,3809.84
1/14/2021,42.79,3795.54
1/15/2021,41.96,3768.25
1/19/2021,42.29,3798.91
