Date,FEZ US Equity  (R1),SPX Index  (L1)
1/20/2021,42.55,3851.85
1/21/2021,42.65,3853.07
1/22/2021,42.39,3841.47
1/25/2021,41.98,3855.36
1/26/2021,42.34,3849.62
1/27/2021,41.16,3750.77
1/28/2021,41.66,3787.38
1/29/2021,40.76,3714.24
2/1/2021,41.32,3773.86
2/2/2021,41.94,3826.31
2/3/2021,42.05,3830.17
2/4/2021,42.19,3871.74
2/5/2021,42.61,3886.83
2/8/2021,42.86,3915.59
2/9/2021,42.94,3911.23
2/10/2021,42.72,3909.88
2/11/2021,43.09,3916.38
2/12/2021,43.37,3934.83
2/16/2021,43.64,3932.59
2/17/2021,43.25,3931.33
2/18/2021,43.19,3913.97
2/19/2021,43.43,3906.71
2/22/2021,43.35,3876.5
2/23/2021,43.4,3881.37
2/24/2021,43.73,3925.43
2/25/2021,42.9,3829.34
2/26/2021,42.48,3811.15
3/1/2021,43.28,3901.82
3/2/2021,43.33,3870.29
3/3/2021,43.07,3819.72
3/4/2021,42.62,3768.47
3/5/2021,42.81,3841.94
3/8/2021,43.03,3821.35
3/9/2021,43.64,3875.44
3/10/2021,44.13,3898.81
3/11/2021,44.56,3939.34
3/12/2021,44.56,3943.34
3/15/2021,44.36,3968.94
3/16/2021,44.29,3962.71
3/17/2021,44.74,3974.12
3/18/2021,44.2,3915.46
3/19/2021,44.22,3913.1
3/22/2021,44.22,3940.59
3/23/2021,43.69,3910.52
3/24/2021,43.58,3889.14
3/25/2021,43.86,3909.52
3/26/2021,44.42,3974.54
3/29/2021,44.34,3971.09
3/30/2021,44.5,3958.55
3/31/2021,44.51,3972.89
4/1/2021,45.28,4019.87
4/5/2021,46.08,4077.91
4/6/2021,45.61,4073.94
4/7/2021,45.68,4079.95
4/8/2021,45.9,4097.17
4/9/2021,45.98,4128.8
4/12/2021,45.81,4127.99
4/13/2021,46.09,4141.59
4/14/2021,46.07,4124.66
4/15/2021,46.42,4170.42
4/16/2021,47.07,4185.47
4/19/2021,46.96,4163.26
4/20/2021,46.07,4134.94
4/21/2021,46.73,4173.42
4/22/2021,46.6,4134.98
4/23/2021,47.1,4180.17
4/26/2021,47.17,4187.62
4/27/2021,47.12,4186.72
4/28/2021,47.3,4183.18
4/29/2021,47.29,4211.47
4/30/2021,46.47,4181.17
5/3/2021,47.05,4192.66
5/4/2021,46.1,4164.66
5/5/2021,46.86,4167.59
5/6/2021,47.3,4201.62
5/7/2021,48.01,4232.6
5/10/2021,47.47,4188.43
5/11/2021,46.87,4152.1
5/12/2021,46.39,4063.04
5/13/2021,46.9,4112.5
5/14/2021,48,4173.85
5/17/2021,47.81,4163.29
5/18/2021,47.74,4127.83
5/19/2021,47.09,4115.68
5/20/2021,47.94,4159.12
5/21/2021,48.09,4155.86
5/24/2021,48.47,4197.05
5/25/2021,48.53,4188.13
5/26/2021,48.24,4195.99
5/27/2021,48.35,4200.88
5/28/2021,48.61,4204.11
6/1/2021,48.82,4202.04
6/2/2021,48.91,4208.12
6/3/2021,48.55,4192.85
6/4/2021,48.88,4229.89
6/7/2021,49.09,4226.52
6/8/2021,49.03,4227.26
6/9/2021,48.93,4219.55
6/10/2021,48.96,4239.18
6/11/2021,49.18,4247.44
6/14/2021,49.3,4255.15
6/15/2021,49.35,4246.59
6/16/2021,48.86,4223.7
6/17/2021,48.55,4221.86
6/18/2021,47.51,4166.45
6/21/2021,47.61,4224.79
6/22/2021,47.63,4246.44
6/23/2021,47.16,4241.84
6/24/2021,47.73,4266.49
6/25/2021,47.71,4280.7
6/28/2021,47.36,4290.61
6/29/2021,47.35,4291.8
6/30/2021,46.83,4297.5
7/1/2021,46.95,4319.94
7/2/2021,47,4352.34
7/6/2021,46.4,4343.54
7/7/2021,46.71,4358.13
7/8/2021,45.88,4320.82
7/9/2021,46.89,4369.55
7/12/2021,47.14,4384.63
7/13/2021,46.73,4369.21
7/14/2021,46.99,4374.3
7/15/2021,46.45,4360.03
7/16/2021,46.05,4327.16
7/19/2021,44.93,4258.49
7/20/2021,45.33,4323.06
7/21/2021,46.2,4358.69
7/22/2021,46.33,4367.48
7/23/2021,46.81,4411.79
7/26/2021,46.91,4422.3
7/27/2021,46.72,4401.46
7/28/2021,47,4400.64
7/29/2021,47.36,4419.15
7/30/2021,47.03,4395.26
8/2/2021,47.15,4387.16
8/3/2021,47.45,4423.15
8/4/2021,47.47,4402.66
8/5/2021,47.69,4429.1
8/6/2021,47.61,4436.52
8/9/2021,47.52,4432.35
8/10/2021,47.59,4436.75
8/11/2021,47.89,4447.7
8/12/2021,48.03,4460.83
8/13/2021,48.32,4468
8/16/2021,48.04,4479.71
8/17/2021,47.55,4448.08
8/18/2021,47.28,4400.27
8/19/2021,46.78,4405.8
8/20/2021,47.04,4441.67
8/23/2021,47.56,4479.53
8/24/2021,47.54,4486.23
8/25/2021,47.59,4496.19
8/26/2021,47.36,4470
8/27/2021,47.87,4509.37
8/30/2021,47.95,4528.79
8/31/2021,47.94,4522.68
9/1/2021,48.4,4524.09
9/2/2021,48.58,4536.95
9/3/2021,48.27,4535.43
9/7/2021,48.33,4520.03
9/8/2021,47.79,4514.07
9/9/2021,47.67,4493.28
9/10/2021,47.51,4458.58
9/13/2021,47.95,4468.73
9/14/2021,47.8,4443.05
9/15/2021,47.72,4480.7
9/16/2021,47.75,4473.75
9/17/2021,46.95,4432.99
9/20/2021,45.83,4357.73
9/21/2021,46.43,4354.19
9/22/2021,47.01,4395.64
9/23/2021,47.68,4448.98
9/24/2021,47.19,4455.48
9/27/2021,47.21,4443.11
9/28/2021,46,4352.63
9/29/2021,45.75,4359.46
9/30/2021,45.29,4307.54
10/1/2021,45.53,4357.04
10/4/2021,45.13,4300.46
10/5/2021,45.56,4345.72
10/6/2021,45.24,4363.55
10/7/2021,45.75,4399.76
10/8/2021,45.63,4391.34
10/11/2021,45.34,4361.19
10/12/2021,45.31,4350.65
10/13/2021,45.99,4363.8
10/14/2021,46.71,4438.26
10/15/2021,47.07,4471.37
10/18/2021,46.77,4486.46
10/19/2021,46.96,4519.63
10/20/2021,47.14,4536.19
10/21/2021,47,4549.78
10/22/2021,47.36,4544.9
10/25/2021,47.15,4566.48
10/26/2021,47.44,4574.79
10/27/2021,47.33,4551.68
10/28/2021,47.91,4596.42
10/29/2021,47.75,4605.38
11/1/2021,48.22,4613.67
11/2/2021,48.26,4630.65
11/3/2021,48.74,4660.57
11/4/2021,48.65,4680.06
11/5/2021,49,4697.53
11/8/2021,48.96,4701.7
11/9/2021,48.95,4685.25
11/10/2021,48.25,4646.71
11/11/2021,48.4,4649.27
11/12/2021,48.53,4682.85
11/15/2021,48.28,4682.8
11/16/2021,48.28,4700.9
11/17/2021,48.29,4688.67
11/18/2021,48.42,4704.54
11/19/2021,47.64,4697.96
11/22/2021,47.11,4682.94
11/23/2021,46.99,4690.7
11/24/2021,46.58,4701.46
11/26/2021,44.98,4594.62
11/29/2021,45.13,4655.27
11/30/2021,44.77,4567
12/1/2021,44.8,4513.04
12/2/2021,45.27,4577.1
12/3/2021,44.81,4538.43
12/6/2021,45.4,4591.67
12/7/2021,46.72,4686.75
12/8/2021,46.68,4701.21
12/9/2021,45.99,4667.45
12/10/2021,46.2,4712.02
12/13/2021,45.75,4668.97
12/14/2021,45.48,4634.09
12/15/2021,46.15,4709.85
12/16/2021,46.02,4668.67
12/17/2021,45.2,4620.64
12/20/2021,44.68,4568.02
12/21/2021,45.34,4649.23
12/22/2021,45.95,4696.56
12/23/2021,46.3,4725.79
12/27/2021,46.73,4791.19
12/28/2021,46.68,4786.35
12/29/2021,46.65,4793.06
12/30/2021,46.57,4778.73
12/31/2021,46.66,4766.18
1/3/2022,47.07,4796.56
1/4/2022,47.24,4793.54
1/5/2022,47.01,4700.58
1/6/2022,46.81,4696.05
1/7/2022,46.92,4677.03
1/10/2022,46.45,4670.29
1/11/2022,46.89,4713.07
1/12/2022,47.38,4726.35
1/13/2022,46.99,4659.03
1/14/2022,47,4662.85
1/18/2022,46.28,4577.11
1/19/2022,46.34,4532.76
1/20/2022,46.13,4482.73
1/21/2022,45.55,4397.94
1/24/2022,44.96,4410.13
1/25/2022,44.46,4356.45
1/26/2022,44.66,4349.93
1/27/2022,44.5,4326.51
1/28/2022,44.69,4431.85
1/31/2022,45.33,4515.55
2/1/2022,45.86,4546.54
2/2/2022,46,4589.38
2/3/2022,45.26,4477.44
2/4/2022,45.19,4500.53
2/7/2022,45.22,4483.87
2/8/2022,45.47,4521.54
2/9/2022,46.25,4587.18
2/10/2022,45.73,4504.08
2/11/2022,44.49,4418.64
2/14/2022,44.01,4401.67
2/15/2022,45.23,4471.07
2/16/2022,45.41,4475.01
2/17/2022,44.54,4380.26
2/18/2022,44.34,4348.87
2/22/2022,43.27,4304.76
2/23/2022,42.85,4225.5
2/24/2022,42.06,4288.7
2/25/2022,43.19,4384.65
2/28/2022,41.74,4373.94
3/1/2022,40.02,4306.26
3/2/2022,40.83,4386.54
3/3/2022,39.67,4363.49
3/4/2022,37.6,4328.87
3/7/2022,36.2,4201.09
3/8/2022,37.26,4170.7
3/9/2022,39.87,4277.88
3/10/2022,38.68,4259.52
3/11/2022,38.35,4204.31
3/14/2022,39.17,4173.11
3/15/2022,39.55,4262.45
3/16/2022,41.44,4357.86
3/17/2022,41.49,4411.67
3/18/2022,41.63,4463.12
3/21/2022,40.96,4461.18
3/22/2022,41.56,4511.61
3/23/2022,40.6,4456.24
3/24/2022,40.96,4520.16
3/25/2022,41,4543.06
3/28/2022,41.32,4575.52
3/29/2022,42.68,4631.6
3/30/2022,42.24,4602.45
3/31/2022,41.15,4530.41
4/1/2022,41.63,4545.86
4/4/2022,41.7,4582.64
4/5/2022,40.82,4525.12
4/6/2022,40,4481.15
4/7/2022,40.03,4500.21
4/8/2022,40.04,4488.28
4/11/2022,39.77,4412.53
4/12/2022,39.51,4397.45
4/13/2022,39.97,4446.59
4/14/2022,39.74,4392.59
4/18/2022,39.69,4391.69
4/19/2022,39.97,4462.21
4/20/2022,40.55,4459.45
4/21/2022,40.17,4393.66
4/22/2022,39.54,4271.78
4/25/2022,39.15,4296.12
4/26/2022,37.8,4175.2
4/27/2022,37.81,4183.96
4/28/2022,38.54,4287.5
4/29/2022,37.96,4131.93
5/2/2022,37.95,4155.38
5/3/2022,38.25,4175.48
5/4/2022,39.08,4300.17
5/5/2022,37.74,4146.87
5/6/2022,37.19,4123.34
5/9/2022,36.16,3991.24
5/10/2022,36.55,4001.05
5/11/2022,36.5,3935.18
5/12/2022,36.43,3930.08
5/13/2022,37.55,4023.89
5/16/2022,37.51,4008.01
5/17/2022,38.59,4088.85
5/18/2022,37.26,3923.68
5/19/2022,37.65,3900.79
5/20/2022,37.71,3901.36
5/23/2022,38.68,3973.75
5/24/2022,38.48,3941.48
5/25/2022,38.58,3978.73
5/26/2022,39.31,4057.84
5/27/2022,40.06,4158.24
5/31/2022,39.85,4132.15
6/1/2022,39.19,4101.23
6/2/2022,40.26,4176.82
6/3/2022,39.69,4108.54
6/6/2022,40.01,4121.43
6/7/2022,40.05,4160.68
6/8/2022,39.47,4115.77
6/9/2022,38.31,4017.82
6/10/2022,37.07,3900.86
6/13/2022,35.71,3749.63
6/14/2022,35.38,3735.48
6/15/2022,36.25,3789.99
6/16/2022,35.22,3666.77
6/17/2022,35.4,3674.84
6/21/2022,35.17,3764.79
6/22/2022,34.97,3759.89
6/23/2022,34.83,3795.73
6/24/2022,36,3911.74
6/27/2022,35.69,3900.11
6/28/2022,35.36,3821.55
6/29/2022,35.06,3818.83
6/30/2022,34.79,3785.38
7/1/2022,34.74,3825.33
7/5/2022,33.53,3831.39
7/6/2022,33.55,3845.08
7/7/2022,34.06,3902.62
7/8/2022,34.06,3899.38
7/11/2022,33.38,3854.43
7/12/2022,33.3,3818.8
7/13/2022,33.38,3801.78
7/14/2022,32.85,3790.38
7/15/2022,33.59,3863.16
7/18/2022,33.79,3830.85
7/19/2022,35.18,3936.69
7/20/2022,34.77,3959.9
7/21/2022,35.2,3998.95
7/22/2022,34.99,3961.63
7/25/2022,35.31,3966.84
7/26/2022,34.48,3921.05
7/27/2022,35.52,4023.61
7/28/2022,35.84,4072.43
7/29/2022,36.49,4130.29
8/1/2022,36.44,4118.63
8/2/2022,35.78,4091.19
8/3/2022,36.43,4155.17
8/4/2022,36.8,4151.94
8/5/2022,36.48,4145.19
8/8/2022,36.58,4140.06
8/9/2022,36.29,4122.47
8/10/2022,37.1,4210.24
8/11/2022,37.04,4207.27
8/12/2022,37.41,4280.15
8/15/2022,37.07,4297.14
8/16/2022,37.28,4305.2
8/17/2022,36.84,4274.04
8/18/2022,36.65,4283.74
8/19/2022,35.94,4228.48
8/22/2022,34.84,4137.99
8/23/2022,34.94,4128.73
8/24/2022,35.03,4140.77
8/25/2022,35.45,4199.12
8/26/2022,34.18,4057.66
8/29/2022,34.3,4030.61
8/30/2022,34.13,3986.16
8/31/2022,33.84,3955
9/1/2022,33.33,3966.85
9/2/2022,33.06,3924.26
9/6/2022,33.06,3908.19
9/7/2022,33.83,3979.87
9/8/2022,33.63,4006.18
9/9/2022,34.59,4067.36
9/12/2022,35.42,4110.41
9/13/2022,34.07,3932.69
9/14/2022,34.31,3946.01
9/15/2022,33.94,3901.35
9/16/2022,33.79,3873.33
9/19/2022,33.74,3899.89
9/20/2022,33.04,3855.93
9/21/2022,32.55,3789.93
9/22/2022,32.43,3757.99
9/23/2022,31.18,3693.23
9/26/2022,30.76,3655.04
9/27/2022,30.53,3647.29
9/28/2022,31.31,3719.04
9/29/2022,30.89,3640.47
9/30/2022,30.76,3585.62
10/3/2022,31.49,3678.43
10/4/2022,33.32,3790.93
10/5/2022,32.86,3783.28
10/6/2022,32.12,3744.52
10/7/2022,31.37,3639.66
10/10/2022,31.23,3612.39
10/11/2022,30.9,3588.84
10/12/2022,30.89,3577.03
10/13/2022,31.83,3669.91
10/14/2022,31.3,3583.07
10/17/2022,32.37,3677.95
10/18/2022,32.82,3719.98
10/19/2022,32.47,3695.16
10/20/2022,32.51,3665.78
10/21/2022,33.17,3752.75
10/24/2022,33.43,3797.34
10/25/2022,34.29,3859.11
10/26/2022,34.62,3830.6
10/27/2022,34.29,3807.3
10/28/2022,34.8,3901.06
10/31/2022,34.27,3871.98
11/1/2022,34.57,3856.1
11/2/2022,33.75,3759.69
11/3/2022,33.45,3719.89
11/4/2022,35.25,3770.55
11/7/2022,35.59,3806.8
11/8/2022,35.92,3828.11
11/9/2022,35.5,3748.57
11/10/2022,37.71,3956.37
11/11/2022,38.64,3992.93
11/14/2022,38.31,3957.25
11/15/2022,38.56,3991.73
11/16/2022,38.68,3958.79
11/17/2022,38.73,3946.56
11/18/2022,38.92,3965.34
11/21/2022,38.56,3949.94
11/22/2022,39.04,4003.58
11/23/2022,39.41,4027.26
11/25/2022,39.54,4026.12
11/28/2022,38.93,3963.94
11/29/2022,39.15,3957.63
11/30/2022,40.05,4080.11
12/1/2022,40.25,4076.57
12/2/2022,40.29,4071.7
12/5/2022,39.75,3998.84
12/6/2022,39.6,3941.26
12/7/2022,39.69,3933.92
12/8/2022,39.84,3963.51
12/9/2022,39.69,3934.38
12/12/2022,39.87,3990.56
12/13/2022,40.59,4019.65
12/14/2022,40.49,3995.32
12/15/2022,39.12,3895.75
12/16/2022,38.76,3852.36
12/19/2022,38.52,3817.66
12/20/2022,38.62,3821.62
12/21/2022,39.26,3878.44
12/22/2022,38.82,3822.39
12/23/2022,38.86,3844.82
12/27/2022,38.95,3829.25
12/28/2022,38.48,3783.22
12/29/2022,39.26,3849.28
12/30/2022,38.7,3839.5
1/3/2023,39.27,3824.14
1/4/2023,40.35,3852.97
1/5/2023,39.9,3808.1
1/6/2023,41.1,3895.08
1/9/2023,41.55,3892.09
1/10/2023,41.9,3919.25
1/11/2023,42.38,3969.61
1/12/2023,42.97,3983.17
1/13/2023,43.25,3999.09
1/17/2023,43.16,3990.97
1/18/2023,42.89,3928.86
1/19/2023,42.58,3898.85
1/20/2023,43,3972.61
1/23/2023,43.29,4019.81
1/24/2023,43.31,4016.95
1/25/2023,43.56,4016.22
1/26/2023,43.69,4060.43
1/27/2023,43.45,4070.56
1/30/2023,43.04,4017.77
1/31/2023,43.55,4076.6
2/1/2023,44.17,4119.21
2/2/2023,44.37,4179.76
2/3/2023,43.83,4136.48
2/6/2023,43.29,4111.08
2/7/2023,43.61,4164
2/8/2023,43.29,4117.86
2/9/2023,43.45,4081.5
2/10/2023,43.06,4090.46
2/13/2023,43.71,4137.29
2/14/2023,43.89,4136.13
2/15/2023,44.05,4147.6
2/16/2023,43.82,4090.41
2/17/2023,43.93,4079.09
2/21/2023,43.24,3997.34
2/22/2023,43.06,3991.05
2/23/2023,43.51,4012.32
2/24/2023,42.43,3970.04
2/27/2023,43.16,3982.24
2/28/2023,42.85,3970.15
3/1/2023,43.1,3951.39
3/2/2023,43.29,3981.35
3/3/2023,43.98,4045.64
3/6/2023,44,4048.42
3/7/2023,43.14,3986.37
3/8/2023,43.38,3992.01
3/9/2023,42.89,3918.32
3/10/2023,42.61,3861.59
3/13/2023,42.08,3855.76
3/14/2023,42.95,3919.29
3/15/2023,41.39,3891.93
3/16/2023,42.18,3960.28
3/17/2023,41.56,3916.64
3/20/2023,42.25,3951.57
3/21/2023,43.13,4002.87
3/22/2023,43.06,3936.97
3/23/2023,43.17,3948.72
3/24/2023,42.76,3970.99
3/27/2023,43.11,3977.53
3/28/2023,43.21,3971.27
3/29/2023,43.97,4027.81
3/30/2023,44.74,4050.83
3/31/2023,44.9,4109.31
4/3/2023,45.14,4124.51
4/4/2023,45.27,4100.6
4/5/2023,44.96,4090.38
4/6/2023,45.2,4105.02
4/10/2023,45.21,4109.11
4/11/2023,45.31,4108.94
4/12/2023,45.71,4091.95
4/13/2023,46.35,4146.22
4/14/2023,46.27,4137.64
4/17/2023,45.9,4151.32
4/18/2023,46.28,4154.87
4/19/2023,46.22,4154.52
4/20/2023,46.12,4129.79
4/21/2023,46.51,4133.52
4/24/2023,46.65,4137.04
4/25/2023,45.82,4071.63
4/26/2023,45.93,4055.99
4/27/2023,46.5,4135.35
4/28/2023,46.32,4169.48
5/1/2023,46.23,4167.87
5/2/2023,45.72,4119.58
5/3/2023,45.83,4090.75
5/4/2023,45.66,4061.22
5/5/2023,46.4,4136.25
5/8/2023,46.37,4138.12
5/9/2023,45.93,4119.17
5/10/2023,45.87,4137.64
5/11/2023,45.67,4130.62
5/12/2023,45.52,4124.08
5/15/2023,45.73,4136.28
5/16/2023,45.44,4109.9
5/17/2023,45.78,4158.77
5/18/2023,45.85,4198.05
5/19/2023,46.21,4191.98
5/22/2023,46.22,4192.63
5/23/2023,45.32,4145.58
5/24/2023,44.57,4115.24
5/25/2023,44.68,4151.28
5/26/2023,45.36,4205.45
5/30/2023,44.82,4205.52
5/31/2023,44.04,4179.83
6/1/2023,44.67,4221.02
6/2/2023,45.14,4282.37
6/5/2023,44.69,4273.79
6/6/2023,44.81,4283.85
6/7/2023,44.65,4267.52
6/8/2023,45.22,4293.93
6/9/2023,44.88,4298.86
6/12/2023,45.38,4338.93
6/13/2023,45.75,4369.01
6/14/2023,46.08,4372.59
6/15/2023,46.64,4425.84
6/16/2023,46.71,4409.59
6/20/2023,45.28,4388.71
6/21/2023,45.26,4365.69
6/22/2023,45.04,4381.89
6/23/2023,44.37,4348.33
6/26/2023,44.55,4328.82
6/27/2023,45.22,4378.41
6/28/2023,45.26,4376.86
6/29/2023,45.28,4396.44
6/30/2023,45.98,4450.38
7/3/2023,45.98,4455.59
7/5/2023,45.08,4446.82
7/6/2023,44.01,4411.59
7/7/2023,44.44,4398.95
7/10/2023,44.79,4409.53
7/11/2023,45.24,4439.26
7/12/2023,46.42,4472.16
7/13/2023,47.23,4510.04
7/14/2023,47.05,4505.42
7/17/2023,46.92,4522.79
7/18/2023,47.05,4554.98
7/19/2023,46.69,4565.72
7/20/2023,46.42,4534.87
7/21/2023,46.75,4536.34
7/24/2023,46.41,4554.64
7/25/2023,46.24,4567.46
7/26/2023,46.19,4566.75
7/27/2023,46.25,4537.41
7/28/2023,47.06,4582.23
7/31/2023,47.03,4588.96
8/1/2023,46.32,4576.73
8/2/2023,45.29,4513.39
8/3/2023,45.1,4501.89
8/4/2023,45.27,4478.03
8/7/2023,45.78,4518.44
8/8/2023,45.23,4499.38
8/9/2023,45.39,4467.71
8/10/2023,45.83,4468.83
8/11/2023,45.33,4464.05
8/14/2023,45.26,4489.72
8/15/2023,44.62,4437.86
8/16/2023,44.32,4404.33
8/17/2023,43.82,4370.36
8/18/2023,43.88,4369.71
8/21/2023,44.21,4399.77
8/22/2023,44.13,4387.55
8/23/2023,44.38,4436.01
8/24/2023,43.6,4376.31
8/25/2023,43.98,4405.71
8/28/2023,44.5,4433.31
8/29/2023,45.15,4497.63
8/30/2023,45.14,4514.87
8/31/2023,44.58,4507.66
9/1/2023,44.26,4515.77
9/5/2023,43.76,4496.83
9/6/2023,43.55,4465.48
9/7/2023,43.23,4451.14
9/8/2023,43.34,4457.49
9/11/2023,43.84,4487.46
9/12/2023,43.53,4461.9
9/13/2023,43.27,4467.44
9/14/2023,43.74,4505.1
9/15/2023,43.68,4450.32
9/18/2023,43.28,4453.53
9/19/2023,43.3,4443.95
9/20/2023,43.28,4402.2
9/21/2023,42.6,4330
9/22/2023,42.57,4320.06
9/25/2023,42.17,4337.44
9/26/2023,41.55,4273.53
9/27/2023,41.45,4274.51
9/28/2023,41.97,4299.7
9/29/2023,42.01,4288.05
10/2/2023,41.27,4288.39
10/3/2023,40.94,4229.45
10/4/2023,41.29,4263.75
10/5/2023,41.42,4258.19
10/6/2023,42.07,4308.5
10/9/2023,41.71,4335.66
10/10/2023,42.34,4358.24
10/11/2023,42.63,4376.95
10/12/2023,42.06,4349.61
10/13/2023,41.44,4327.78
10/16/2023,41.9,4373.63
10/17/2023,41.96,4373.2
10/18/2023,41.16,4314.6
10/19/2023,41.08,4278
10/20/2023,40.68,4224.16
10/23/2023,40.96,4217.04
10/24/2023,41.17,4247.68
10/25/2023,40.87,4186.77
10/26/2023,40.69,4137.23
10/27/2023,40.34,4117.37
10/30/2023,40.98,4166.82
10/31/2023,41.15,4193.8
11/1/2023,41.5,4237.86
11/2/2023,42.5,4317.78
11/3/2023,42.81,4358.34
11/6/2023,42.57,4365.98
11/7/2023,42.4,4378.38
11/8/2023,42.8,4382.78
11/9/2023,42.84,4347.35
11/10/2023,43.18,4415.24
11/13/2023,43.32,4411.55
11/14/2023,44.65,4495.7
11/15/2023,44.74,4502.88
11/16/2023,44.76,4508.24
11/17/2023,45.34,4514.02
11/20/2023,45.58,4547.38
11/21/2023,45.28,4538.19
11/22/2023,45.33,4556.62
11/24/2023,45.81,4559.34
11/27/2023,45.63,4550.43
11/28/2023,45.64,4554.89
11/29/2023,45.9,4550.58
11/30/2023,45.73,4567.8
12/1/2023,46.05,4594.63
12/4/2023,45.94,4569.78
12/5/2023,46.07,4567.18
12/6/2023,46.09,4549.34
12/7/2023,46.35,4585.59
12/8/2023,46.72,4604.37
12/11/2023,46.88,4622.44
12/12/2023,47.03,4643.7
12/13/2023,47.65,4707.09
12/14/2023,47.84,4719.55
12/15/2023,47.36,4719.19
12/18/2023,47.27,4740.56
12/19/2023,47.7,4768.37
12/20/2023,46.97,4698.35
12/21/2023,47.73,4746.75
12/22/2023,47.61,4754.63
12/26/2023,47.96,4774.75
12/27/2023,48.16,4781.58
12/28/2023,47.76,4783.35
12/29/2023,47.81,4769.83
1/2/2024,47.12,4742.83
1/3/2024,46.47,4704.81
1/4/2024,46.68,4688.68
1/5/2024,46.61,4697.24
1/8/2024,47.21,4763.54
1/9/2024,46.69,4756.5
1/10/2024,46.95,4783.45
1/11/2024,46.89,4780.24
1/12/2024,46.95,4783.83
1/16/2024,46.09,4765.98
1/17/2024,45.8,4739.21
1/18/2024,46.45,4780.94
1/19/2024,46.61,4839.81
1/22/2024,46.58,4850.43
1/23/2024,46.49,4864.6
1/24/2024,47.42,4868.55
1/25/2024,47.67,4894.16
1/26/2024,48.1,4890.97
1/29/2024,48.26,4927.93
1/30/2024,48.36,4924.97
1/31/2024,47.85,4845.65
2/1/2024,48.43,4906.19
2/2/2024,48.12,4958.61
2/5/2024,47.94,4942.81
2/6/2024,48.33,4954.23
2/7/2024,48.34,4995.06
2/8/2024,48.51,4997.91
2/9/2024,48.86,5026.61
2/12/2024,48.85,5021.84
2/13/2024,47.89,4953.17
2/14/2024,48.54,5000.62
2/15/2024,49.12,5029.73
2/16/2024,49.01,5005.57
2/20/2024,49.33,4975.51
2/21/2024,49.65,4981.8
2/22/2024,50.44,5087.03
2/23/2024,50.47,5088.8
2/26/2024,50.53,5069.53
2/27/2024,50.77,5078.18
2/28/2024,50.66,5069.76
2/29/2024,50.71,5096.27
3/1/2024,50.91,5137.08
3/4/2024,51.07,5130.95
3/5/2024,50.73,5078.65
3/6/2024,51.35,5104.76
3/7/2024,52.23,5157.36
3/8/2024,51.75,5123.69
3/11/2024,51.64,5117.94
3/12/2024,52.24,5175.27
3/13/2024,52.45,5165.31
3/14/2024,52.04,5150.48
3/15/2024,52.12,5117.09
3/18/2024,51.75,5149.42
3/19/2024,51.88,5178.51
3/20/2024,52.6,5224.62
3/21/2024,52.36,5241.53
3/22/2024,52.09,5234.18
3/25/2024,52.25,5218.19
3/26/2024,52.36,5203.58
3/27/2024,52.79,5248.49
3/28/2024,52.55,5254.35
4/1/2024,52.67,5243.77
4/2/2024,52.07,5205.81
4/3/2024,52.51,5211.49
4/4/2024,51.9,5147.21
4/5/2024,51.98,5204.34
4/8/2024,52.32,5202.39
4/9/2024,52.01,5209.91
4/10/2024,51.37,5160.64
4/11/2024,51.35,5199.06
4/12/2024,50.26,5123.41
4/15/2024,50.29,5061.82
4/16/2024,50.14,5051.41
4/17/2024,50.21,5022.21
4/18/2024,50.18,5011.12
4/19/2024,50.12,4967.23
4/22/2024,50.67,5010.6
4/23/2024,51.59,5070.55
4/24/2024,51.37,5071.63
4/25/2024,51.12,5048.42
4/26/2024,51.67,5099.96
4/29/2024,51.51,5116.17
4/30/2024,50.5,5035.69
5/1/2024,50.34,5018.39
5/2/2024,50.74,5064.2
5/3/2024,51.22,5127.79
5/6/2024,51.72,5180.74
5/7/2024,52.1,5187.7
5/8/2024,52.36,5187.67
5/9/2024,52.87,5214.08
5/10/2024,53.06,5222.68
5/13/2024,53.11,5221.42
5/14/2024,53.45,5246.68
5/15/2024,53.92,5308.15
5/16/2024,53.37,5297.1
5/17/2024,53.52,5303.27
5/20/2024,53.45,5308.13
5/21/2024,53.39,5321.41
5/22/2024,52.9,5307.01
5/23/2024,52.7,5267.84
5/24/2024,53.2,5304.72
5/28/2024,53.24,5306.04
5/29/2024,52.28,5266.95
5/30/2024,52.66,5235.48
5/31/2024,52.93,5277.51
6/3/2024,53.09,5283.4
6/4/2024,52.7,5291.34
6/5/2024,53.57,5354.03
6/6/2024,53.82,5352.96
6/7/2024,53.06,5346.99
6/10/2024,52.72,5360.79
6/11/2024,52.06,5375.32
6/12/2024,53.01,5421.03
6/13/2024,51.82,5433.74
6/14/2024,50.46,5431.6
6/17/2024,51.23,5473.23
6/18/2024,51.39,5487.03
6/20/2024,51.51,5473.17
6/21/2024,51.07,5464.62
6/24/2024,50.46,5447.87
6/25/2024,50.5,5469.3
6/26/2024,50.09,5477.9
6/27/2024,50.1,5482.87
6/28/2024,50.03,5460.48
7/1/2024,50.59,5475.09
7/2/2024,50.36,5509.01
7/3/2024,51.22,5537.02
7/5/2024,51.57,5567.19
7/8/2024,51.27,5572.85
7/9/2024,50.62,5576.98
7/10/2024,51.35,5633.91
7/11/2024,51.48,5584.54
7/12/2024,52.32,5615.35
